시설명,소재지도로명주소,소재지지번주소,위도,경도,제공서비스,건축물용도,전화번호,관리기관명,관리부서전화번호,데이터기준일자
미소실버복지센터,경기도 파주시 조리읍 대원로 13-7,경기도 파주시 조리읍 대원리 197,37.7257427108,126.8198835791,방문요양+방문목욕,근린생활시설,031-949-6458,경기도 파주시청,031-940-4415,2025-12-02
미소요양원,경기도 파주시 중앙로 220,경기도 파주시 금촌동 793-1,37.7561794537,126.7803411652,노인요양시설,노유자시설,031-945-0101,경기도 파주시청,031-940-4477,2025-12-02
미소재활주간보호센터,경기도 파주시 독암길 3,경기도 파주시 금촌동 796-9,37.7551972661,126.7818690829,주야간보호,노유자시설,031-944-7050,경기도 파주시청,031-940-4415,2025-12-02
믿음의동산,경기도 파주시 법원읍 부흥로21번길 1025,경기도 파주시 법원읍 갈곡리 200,37.8449550332,126.9134790533,노인요양시설,노유자시설,031-959-1913,경기도 파주시청,031-940-4477,2025-12-02
반구정 경로당,경기도 파주시 문산읍 사목로 10-4,경기도 파주시 문산읍 사목리 198-1,37.8695706297,126.7547543535,노인여가활동,경로당,031-953-1543,경기도 파주시청,031-940-4404,2025-12-02
발랑1리 경로당,경기도 파주시 광탄면 바랑골길 48-32,경기도 파주시 광탄면 발랑리 357-2,37.8074252612,126.8895507975,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
발랑2리경로당,경기도 파주시 광탄면 부흥로 488,경기도 파주시 광탄면 발랑리 39-12,37.806694576,126.8987680622,노인여가활동,경로당,031-941-1828,경기도 파주시청,031-940-4404,2025-12-02
발랑3리경로당,경기도 파주시 광탄면 부흥로 402,경기도 파주시 광탄면 발랑리 469-8,37.8038326751,126.8916720621,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
방축2리경로당,경기도 파주시 광탄면 방축안길 39-16,경기도 파주시 광탄면 방축리 282-6,37.8123443995,126.8588393227,노인여가활동,경로당,031-941-7727,경기도 파주시청,031-940-4404,2025-12-02
백석1리 경로당,경기도 파주시 파주읍 정문로 554,경기도 파주시 파주읍 백석리 506-3,37.8057605575,126.8190359087,노인여가활동,경로당,031-953-9455,경기도 파주시청,031-940-4404,2025-12-02
백석2리 경로당,경기도 파주시 파주읍 매바위길 3,경기도 파주시 파주읍 백석리 431-15,37.799563958,126.8029817378,노인여가활동,경로당,031-957-4717,경기도 파주시청,031-940-4404,2025-12-02
백석3리 경로당,경기도 파주시 파주읍 매바위길 184-6,경기도 파주시 파주읍 백석리 410-4,37.8058416255,126.8043689322,노인여가활동,경로당,031-953-4171,경기도 파주시청,031-940-4404,2025-12-02
백석4리 경로당,경기도 파주시 파주읍 윗도장3길 86,경기도 파주시 파주읍 백석리 148-4,37.8079912095,126.8091960423,노인여가활동,경로당,031-952-1289,경기도 파주시청,031-940-4404,2025-12-02
백석5리 경로당,경기도 파주시 파주읍 정자말길 12,경기도 파주시 파주읍 백석리 124-41,37.8016915509,126.8109977896,노인여가활동,경로당,031-954-3290,경기도 파주시청,031-940-4404,2025-12-02
백세행복재가복지센터,경기도 파주시 조리읍 능안로 150,경기도 파주시 조리읍 능안리 44-8,37.7405005674,126.7916060923,방문요양,근린생활시설,,경기도 파주시청,031-940-4415,2025-12-02
법원1리 경로당,경기도 파주시 법원읍 사임당로907번길 6,경기도 파주시 법원읍 법원리 382-9,37.848072524,126.8818703331,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
법원2리 경로당,경기도 파주시 법원읍 술이홀로 981,경기도 파주시 법원읍 법원리 519-6,37.857615241,126.8789602871,노인여가활동,경로당,031-958-0452,경기도 파주시청,031-940-4404,2025-12-02
법원3리 경로당,경기도 파주시 법원읍 술이홀로907번길 22-21,경기도 파주시 법원읍 법원리 678-2,37.8525216576,126.8743484729,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
법원4리경로당,경기도 파주시 법원읍 초리골길 284-16,경기도 파주시 법원읍 법원리 139-19,37.8579190593,126.8960479846,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
법원5리 경로당,경기도 파주시 법원읍 사임당로 881,경기도 파주시 법원읍 법원리 444-7,37.8484470617,126.8787790543,노인여가활동,경로당,031-957-0709,경기도 파주시청,031-940-4404,2025-12-02
법흥1리 경로당,경기도 파주시 탄현면 소금쟁이길 71,경기도 파주시 탄현면 법흥리 1590,37.7699797666,126.7029826272,노인여가활동,경로당,031-945-5367,경기도 파주시청,031-940-4404,2025-12-02
법흥2리 경로당,경기도 파주시 탄현면 국화향길 92,경기도 파주시 탄현면 법흥리 491-2,37.7804493489,126.7113064657,노인여가활동,경로당,031-945-5122,경기도 파주시청,031-940-4404,2025-12-02
법흥3리 경로당,경기도 파주시 탄현면 소리개길 246,경기도 파주시 탄현면 법흥리 5-4,37.7901320165,126.7164490579,노인여가활동,경로당,031-942-9059,경기도 파주시청,031-940-4404,2025-12-02
베들레헴 요양원,경기도 파주시 조리읍 수레길 69,경기도 파주시 조리읍 장곡리 227-3,37.7566120045,126.8417646774,노인요양공동생활가정,노유자시설,031-943-3434,경기도 파주시청,031-940-4477,2025-12-02
벧엘노인요양원,경기도 파주시 파평면 장승배기로 173-38,경기도 파주시 파평면 율곡리 463-6,37.8821445136,126.8131257013,노인요양시설,노유자시설,031-953-9488,경기도 파주시청,031-940-4477,2025-12-02
별하람마을3단지 경로당,경기도 파주시 가람로 109,경기도 파주시 와동동 739,37.7387291566,126.7600449716,노인여가활동,경로당,031-944-9985,경기도 파주시청,031-940-4404,2025-12-02
별하람마을4단지 경로당,경기도 파주시 별하람로 53,,37.7419853335126,126.761639076032,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
별하실버케어요양원,경기도 파주시 파주읍 봉서산로 55,경기도 파주시 파주읍 봉서리 257-8,37.8454476127,126.796609318,노인요양시설,노유자시설,031-935-6331,경기도 파주시청,031-940-4477,2025-12-02
보금자리노인전문요양원,경기도 파주시 한마음1길 9 ,경기도 파주시 금촌동 246-23,37.7557078877,126.7705984734,노인요양시설,노유자시설,031-949-6882,경기도 파주시청,031-940-4477,2025-12-02
보아스재가복지센터,경기도 파주시 책향기로 407,경기도 파주시 동패동 1690,37.7245440179,126.7168297288,방문요양+방문목욕,단독주택,031-941-2799,경기도 파주시청,031-940-4415,2025-12-02
복있는 사람들,경기도 파주시 광탄면 보광로 804-72,경기도 파주시 광탄면 마장리 6-1,37.7753427311,126.8950420313,노인요양시설,노유자시설,031-943-0697,경기도 파주시청,031-940-4477,2025-12-02
복있는사람들2관,경기도 파주시 광탄면 보광로 804-68,경기도 파주시 광탄면 마장리 6-15,37.7751028397,126.894879374,노인요양시설,노유자시설,031-948-9191,경기도 파주시청,031-940-4477,2025-12-02
복지가,경기도 파주시 시청로 85,경기도 파주시 아동동 900,37.7629559263,126.780656485,복지용구제공사업소,근린생활시설,,경기도 파주시청,031-940-4415,2025-12-02
봄날재활주간보호센터,경기도 파주시 가람로 6,경기도 파주시 와동동 1301,37.7332835568,126.7510233902,방문요양+주야간보호,노유자시설,031-949-8849,경기도 파주시청,031-940-4415,2025-12-02
봉서1리 경로당,경기도 파주시 파주읍 화약골길 4,경기도 파주시 파주읍 봉서리 98-14,37.83602505,126.7917373,노인여가활동,경로당,031-952-7592,경기도 파주시청,031-940-4404,2025-12-02
봉서2리 경로당,경기도 파주시 파주읍 통일로 1550,경기도 파주시 파주읍 봉서리 455-7,37.8461015025,126.7899759884,노인여가활동,경로당,031-953-0141,경기도 파주시청,031-940-4404,2025-12-02
봉서3리 경로당,경기도 파주시 파주읍 잠방골길 20,경기도 파주시 파주읍 봉서리 291-8,37.852771497,126.8012298051,노인여가활동,경로당,031-953-2788,경기도 파주시청,031-940-4404,2025-12-02
봉암1리 경로당,경기도 파주시 파주읍 주라위1길 10,경기도 파주시 파주읍 봉암리 509-3,37.816092496,126.7960063063,노인여가활동,경로당,031-953-6451,경기도 파주시청,031-940-4404,2025-12-02
봉암2리 경로당,경기도 파주시 파주읍 통일로1250번길 22,경기도 파주시 파주읍 봉암리 462-1,37.8196913923,126.7941577297,노인여가활동,경로당,031-954-1939,경기도 파주시청,031-940-4404,2025-12-02
봉암3리경로당,경기도 파주시 파주읍 봉암길 100,경기도 파주시 파주읍 봉암리 1299-3,37.829149261,126.7957642002,노인여가활동,경로당,031-953-5617,경기도 파주시청,031-940-4404,2025-12-02
봉암4리 경로당,경기도 파주시 파주읍 새봉암길 55,경기도 파주시 파주읍 봉암리 358-4,37.8317570404,126.7946058511,노인여가활동,경로당,031-953-9545,경기도 파주시청,031-940-4404,2025-12-02
봉암5리 경로당,경기도 파주시 파주읍 샛봉우재길 242,경기도 파주시 파주읍 봉암리 274,37.8245916058,126.8004445654,노인여가활동,경로당,031-953-6895,경기도 파주시청,031-940-4404,2025-12-02
"봉일천1,6,7리 경로당",경기도 파주시 조리읍 봉천로 37-22,경기도 파주시 조리읍 봉일천리 166-25,37.7434503101,126.8067141689,노인여가활동,경로당,031-943-9948,경기도 파주시청,031-940-4404,2025-12-02
봉일천2리 경로당,경기도 파주시 조리읍 내산길 72-45,경기도 파주시 조리읍 봉일천리 산 32-9,37.7458103522,126.8087319745,노인여가활동,경로당,031-943-5244,경기도 파주시청,031-940-4404,2025-12-02
봉일천4리 경로당,경기도 파주시 조리읍 솔바위골길 145,경기도 파주시 조리읍 봉일천리 76-11,37.74085351,126.8219675567,노인여가활동,경로당,031-943-1350,경기도 파주시청,031-940-4404,2025-12-02
봉일천4리(할머니) 경로당,경기도 파주시 조리읍 솔바위골길 164-13,경기도 파주시 조리읍 봉일천리 69-28,37.7400143826,126.8219306518,노인여가활동,경로당,031-943-4320,경기도 파주시청,031-940-4404,2025-12-02
봉일천5리 경로당,경기도 파주시 조리읍 통일로 162,경기도 파주시 조리읍 봉일천리 8-105,37.7369879808,126.8244209592,노인여가활동,경로당,031-944-2785,경기도 파주시청,031-940-4404,2025-12-02
봉일천6리(노인분회) 경로당,경기도 파주시 조리읍 송비말길 22,경기도 파주시 조리읍 봉일천리 156-1,37.7421843359,126.8065893681,노인여가활동,경로당,031-941-5630,경기도 파주시청,031-940-4404,2025-12-02
봉일천8리(미림아파트) 경로당,경기도 파주시 조리읍 두루봉로 13,경기도 파주시 조리읍 봉일천리 237-2,37.7452338663,126.8093146082,노인여가활동,경로당,031-944-4472,경기도 파주시청,031-940-4404,2025-12-02
봉일천9리 경로당,경기도 파주시 조리읍 내산길 29,경기도 파주시 조리읍 봉일천리 270,37.7475271049,126.8066092768,노인여가활동,경로당,070-8958-6101,경기도 파주시청,031-940-4404,2025-12-02
부곡1리 경로당,경기도 파주시 파주읍 정문로 696,경기도 파주시 파주읍 부곡리 340-2,37.8181430491,126.8191569634,노인여가활동,경로당,031-953-7991,경기도 파주시청,031-940-4404,2025-12-02
부곡2리 경로당,경기도 파주시 파주읍 윗가마울길 135-21,경기도 파주시 파주읍 부곡리 29-3,37.817528085,126.8337297717,노인여가활동,경로당,031-952-4981,경기도 파주시청,031-940-4404,2025-12-02
부곡3리 경로당,경기도 파주시 파주읍 여울길 46,경기도 파주시 파주읍 부곡리 96,37.8056080784,126.83323472,노인여가활동,경로당,031-953-6269,경기도 파주시청,031-940-4404,2025-12-02
분수1리 경로당,경기도 파주시 광탄면 혜음로883번길 39-18,경기도 파주시 광탄면 분수리 351-3,37.7634912414,126.8556654258,노인여가활동,경로당,031-947-1236,경기도 파주시청,031-940-4404,2025-12-02
분수2리 경로당,경기도 파주시 광탄면 장지산로316번길 120,경기도 파주시 광탄면 분수리 168-2,37.7603850172,126.87442051,노인여가활동,경로당,031-943-3137,경기도 파주시청,031-940-4404,2025-12-02
분수3리 경로당,경기도 파주시 광탄면 장지산로198번길 59,경기도 파주시 광탄면 분수리 17-7,37.753195006,126.8831517644,노인여가활동,경로당,031-943-4658,경기도 파주시청,031-940-4404,2025-12-02
비바체 너싱홈,경기도 파주시 조리읍 홀작로 201,경기도 파주시 조리읍 오산리 22-37,37.7818622119701,126.835234685199,노인요양시설,노유자시설,031-944-9804,경기도 파주시청,031-940-4477,2025-12-02
사랑 노인복지센터,경기도 파주시 새꽃로 62,경기도 파주시 금촌동 237-1,37.7555554566,126.7688983739,방문요양+방문목욕,근린생활시설,031-946-4946,경기도 파주시청,031-940-4415,2025-12-02
사랑나눔복지센터,경기도 파주시 조리읍 능안로 83,경기도 파주시 조리읍 대원리 1033-7,37.7429750818,126.7979228552,방문요양+방문목욕,단독주택,031-947-8233,경기도 파주시청,031-940-4415,2025-12-02
사랑나눔터2,경기도 파주시 빙고재길 81 ,경기도 파주시 교하동 393,37.7521252576,126.7463156345,노인요양시설,노유자시설,031-942-1512,경기도 파주시청,031-940-4477,2025-12-02
사랑노인요양원,경기도 파주시 새꽃로 62,경기도 파주시 금촌동 237-1,37.7555554566,126.7688983739,노인요양공동생활가정,노유자시설,031-946-4946,경기도 파주시청,031-940-4477,2025-12-02
사랑누리방문요양센터,경기도 파주시 동패로28번길 49,경기도 파주시 동패동 2047-9,37.7086152061,126.7335200241,방문요양+방문목욕,단독주택,070-4007-0792,경기도 파주시청,031-940-4415,2025-12-02
사랑뜰실버케어,경기도 파주시 조리읍 능안로 326,경기도 파주시 조리읍 능안리 252-7,37.7405039083,126.7879225617,주야간보호,노유자시설,031-943-5674,경기도 파주시청,031-940-4415,2025-12-02
사랑뜰요양원,경기도 파주시 조리읍 능안로 326,경기도 파주시 조리읍 능안리 252-7,37.7405039083,126.7879225617,노인요양공동생활가정,노유자시설,031-943-5674,경기도 파주시청,031-940-4477,2025-12-02
사랑의 쉼터,경기도 파주시 적성면 율곡로2490번길 26,경기도 파주시 적성면 율포리 162-3,37.977861559,126.9522816488,노인요양공동생활가정,노유자시설,031-958-4335,경기도 파주시청,031-940-4477,2025-12-02
사랑의종소리 방문요양센터,경기도 파주시 빙고재길 26,경기도 파주시 교하동 552-1,37.7523545467,126.7438963028,방문요양,단독주택,031-941-0495,경기도 파주시청,031-940-4415,2025-12-02
사랑재활노인복지센터,경기도 파주시 금빛로 15,경기도 파주시 금촌동 986-5,37.7509344602,126.7666402787,방문요양+방문목욕,노유자시설,031-941-3502,경기도 파주시청,031-940-4415,2025-12-02
사랑플러스방문요양센터,경기도 파주시 심학산로 385,경기도 파주시 목동동 1142,37.7203569099,126.7361557829,방문요양+방문목욕,근린생활시설,031-949-0211,경기도 파주시청,031-940-4415,2025-12-02
사목2리 경로당,경기도 파주시 문산읍 사목로131번길 9,경기도 파주시 문산읍 사목리 379-3,37.8794700306,126.7536222585,노인여가활동,경로당,031-953-1989,경기도 파주시청,031-940-4404,2025-12-02
사목3리 경로당,경기도 파주시 문산읍 사목로 77,경기도 파주시 문산읍 사목리 290-24,37.8751832723,126.7525644909,노인여가활동,경로당,031-952-6259,경기도 파주시청,031-940-4404,2025-12-02
사임당실버복지센터,경기도 파주시 문산읍 통일로 1675-2,경기도 파주시 문산읍 문산리 17-278,37.8567871296,126.7885609509,방문요양+방문목욕,근린생활시설,031-953-0131,경기도 파주시청,031-940-4415,2025-12-02
산남리 경로당,경기도 파주시 산남로119번길 18,경기도 파주시 산남동 434,37.6992583863,126.6982062879,노인여가활동,경로당,031-942-2931,경기도 파주시청,031-940-4404,2025-12-02
산내마을 3단지 경로당,경기도 파주시 교하로 70,경기도 파주시 목동동 911,37.7284274687,126.7326127989,노인여가활동,경로당,031-941-7753,경기도 파주시청,031-940-4404,2025-12-02
산내마을 6단지 한라비발디 경로당,경기도 파주시 청암로 27,경기도 파주시 목동동 922,37.7307129216,126.7360357784,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
산내마을10단지 푸르지오 경로당,경기도 파주시 심학산로 385,경기도 파주시 목동동 1142,37.7203569099,126.7361557829,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
산내마을1단지 경로당,경기도 파주시 교하로 20,경기도 파주시 목동동 904,37.7328465717,126.7315176164,노인여가활동,경로당,031-943-3953,경기도 파주시청,031-940-4404,2025-12-02
산내마을2단지경로당,경기도 파주시 교하로 50,경기도 파주시 목동동 907,37.7323929229,126.730801508,노인여가활동,경로당,031-948-1288,경기도 파주시청,031-940-4404,2025-12-02
산내마을7단지 경로당,경기도 파주시 청암로 50,경기도 파주시 목동동 898,37.7334921038,126.7352972648,노인여가활동,경로당,070-8151-6822,경기도 파주시청,031-940-4404,2025-12-02
산내마을9단지 힐스테이트 경로당,경기도 파주시 교하로 100,경기도 파주시 목동동 1149,37.7239767898,126.7351752801,노인여가활동,경로당,070-8151-6822,경기도 파주시청,031-940-4404,2025-12-02
산호케어,경기도 파주시 광탄면 보광로538번길 46,경기도 파주시 광탄면 영장리 92-7,37.7560903955,126.9109464337,노인요양시설,노유자시설,031-949-2311,경기도 파주시청,031-940-4477,2025-12-02
삼방2리경로당,경기도 파주시 법원읍 둔방이길 572,경기도 파주시 법원읍 삼방리 59-1,37.8335529474,126.9008267805,노인여가활동,경로당,,경기도 파주시청,031-940-4404,2025-12-02
삼방리 경로당,경기도 파주시 법원읍 대위골길 358,경기도 파주시 법원읍 삼방리 327-4,37.8331632132,126.8737344953,노인여가활동,경로당,031-958-3263,경기도 파주시청,031-940-4404,2025-12-02
삼부르네상스(한울마을7단지)아파트 경로당,경기도 파주시 미래로 345,경기도 파주시 동패동 1772,37.7085218588,126.7455487059,노인여가활동,경로당,031-942-7851,경기도 파주시청,031-940-4404,2025-12-02
삼성재활주간보호센터,경기도 파주시 경의로1004번길 37,경기도 파주시 야당동 1052,37.7097174636,126.759816358,주야간보호,노유자시설,031-944-0858,경기도 파주시청,031-940-4415,2025-12-02
상골 경로당,경기도 파주시 상골길 69,경기도 파주시 맥금동 641-9,37.7853183707,126.7248471241,노인여가활동,경로당,031-945-8812,경기도 파주시청,031-940-4404,2025-12-02
상지석1리 경로당,경기도 파주시 운정역길 55-3,경기도 파주시 상지석동 682-2,37.7360597402,126.7765308143,노인여가활동,경로당,031-942-4848,경기도 파주시청,031-940-4404,2025-12-02
상지석2리 경로당,경기도 파주시 상지석길 234,경기도 파주시 상지석동 177-64,37.7295126835,126.7852139406,노인여가활동,경로당,031-942-2437,경기도 파주시청,031-940-4404,2025-12-02
상지석4리 경로당,경기도 파주시 운정로 102,경기도 파주시 상지석동 560-11,37.7214027186,126.7770744913,노인여가활동,경로당,031-942-6184,경기도 파주시청,031-940-4404,2025-12-02
상쾌한요양원,경기도 파주시 청석로 260,경기도 파주시 동패동 1694-1,37.7251029959,126.7177384489,노인요양시설,노유자시설,031-941-0399,경기도 파주시청,031-940-4477,2025-12-02
새꽃마을 1단지 경로당,경기도 파주시 번영로 55,경기도 파주시 금촌동 972,37.7574159125,126.7660484349,노인여가활동,경로당,031-957-6517,경기도 파주시청,031-940-4404,2025-12-02
새꽃마을 3단지 경로당,경기도 파주시 새꽃로 35,경기도 파주시 금촌동 984,37.7538225511,126.7679868892,노인여가활동,경로당,031-957-5556,경기도 파주시청,031-940-4404,2025-12-02
새봄요양원,경기도 파주시 광탄면 외화산길 333,경기도 파주시 광탄면 신산리 442-3,37.7939667551,126.8407017055,노인요양공동생활가정,노유자시설,031-948-1977,경기도 파주시청,031-940-4477,2025-12-02
새생명실버홈,경기도 파주시 산남로231번길 55,경기도 파주시 산남동 35-65,37.7003467656,126.7083770734,노인요양공동생활가정,노유자시설,031-948-9707,경기도 파주시청,031-940-4477,2025-12-02
샬렘요양원,경기도 파주시 방촌로348번길 40-3,경기도 파주시 맥금동 424-10,37.7764273659,126.7280050982,노인요양시설,노유자시설,031-947-7599,경기도 파주시청,031-940-4477,2025-12-02
샬롬의집,경기도 파주시 조리읍 대원로 45,경기도 파주시 조리읍 대원리 272,37.7270881699,126.8171588147,노인요양공동생활가정,노유자시설,031-944-2371,경기도 파주시청,031-940-4477,2025-12-02
샬롬재가복지센터,경기도 파주시 월롱면 휴암로 101,경기도 파주시 월롱면 덕은리 341-3,37.80081119,126.7826149,방문요양+방문목욕,단독주택,031-945-4259,경기도 파주시청,031-940-4415,2025-12-02
서원노인주야간보호센터,경기도 파주시 미래로602번길 35,경기도 파주시 와동동 1302-3,37.7321146263,126.7517856602,주야간보호,노유자시설,031-949-3676,경기도 파주시청,031-940-4415,2025-12-02
서원마을 7단지 경로당,경기도 파주시 쇠재로 30,경기도 파주시 금촌동 1019,37.7495427557,126.7699490663,노인여가활동,경로당,031-957-8347,경기도 파주시청,031-940-4404,2025-12-02
서원요양원,경기도 파주시 미래로602번길 35,경기도 파주시 와동동 1302-3,37.7321146263,126.7517856602,노인요양공동생활가정,노유자시설,031-949-3676,경기도 파주시청,031-940-4477,2025-12-02
선유1리 경로당,경기도 파주시 문산읍 봉미로7번길 7,경기도 파주시 문산읍 선유리 950-88,37.8612804177,126.786702728,노인여가활동,경로당,031-953-6012,경기도 파주시청,031-940-4404,2025-12-02
선유3리 경로당,경기도 파주시 문산읍 선유울2길 26,경기도 파주시 문산읍 선유리 752-2,37.8606350841,126.7987394434,노인여가활동,경로당,031-953-9972,경기도 파주시청,031-940-4404,2025-12-02
선유4리 경로당,경기도 파주시 문산읍 독서울3길 11,경기도 파주시 문산읍 선유리 421-1,37.8661682221,126.8053057913,노인여가활동,경로당,031-952-9383,경기도 파주시청,031-940-4404,2025-12-02
선유6리 경로당,경기도 파주시 문산읍 칠정말길 25,경기도 파주시 문산읍 선유리 225-2,37.866591966,126.8170072899,노인여가활동,경로당,031-953-0923,경기도 파주시청,031-940-4404,2025-12-02
선유주공2단지아파트 경로당,경기도 파주시 문산읍 사임당로 65,경기도 파주시 문산읍 선유리 1358,37.8638153533,126.7993778787,노인여가활동,경로당,031-954-1050,경기도 파주시청,031-940-4404,2025-12-02
선유주공아파트 경로당,경기도 파주시 문산읍 독서울1길 24,경기도 파주시 문산읍 선유리 418,37.866603547,126.8047535696,노인여가활동,경로당,031-953-5352,경기도 파주시청,031-940-4404,2025-12-02
선한사람재가방문요양센터,경기도 파주시 한마음1길 38,경기도 파주시 금촌동 253-5,37.7569628138,126.771186507,방문요양,근린생활시설,031-944-0572,경기도 파주시청,031-940-4415,2025-12-02
선한재가노인복지센터,경기도 파주시 운정로 78-24,경기도 파주시 상지석동 997-16,37.7215158269,126.7737827764,방문요양+방문목욕,공동주택,031-944-0108,경기도 파주시청,031-940-4415,2025-12-02
선한재가복지센터,경기도 파주시 미래로 369-71,경기도 파주시 동패동 1761-4,37.711083021,126.7449509004,방문요양+방문목욕,근린생활시설,031-939-1048,경기도 파주시청,031-940-4415,2025-12-02
설마리 경로당,경기도 파주시 적성면 사기막길 30,경기도 파주시 적성면 설마리 30-13,37.9240207459,126.9518153417,노인여가활동,경로당,031-959-1190,경기도 파주시청,031-940-4404,2025-12-02
설문해바라기요양원,경기도 파주시 상지석길 318-17,경기도 파주시 상지석동 169-2,37.7268997699,126.7903120445,노인요양시설,노유자시설,031-944-6300,경기도 파주시청,031-940-4477,2025-12-02
성동리 경로당,경기도 파주시 탄현면 새오리로 71,경기도 파주시 탄현면 성동리 82-5,37.7906760287,126.6852964014,노인여가활동,경로당,031-945-3997,경기도 파주시청,031-940-4404,2025-12-02
성신요양원,경기도 파주시 파주읍 봉서산로 55,경기도 파주시 파주읍 봉서리 257-8,37.8454476127,126.796609318,노인요양시설,노유자시설,031-935-6331,경기도 파주시청,031-940-4477,2025-12-02
성심의집,경기도 파주시 하우고개길 425,경기도 파주시 상지석동 563-2,37.7204751428,126.7762044754,노인주거복지시설,노유자시설,031-945-5036,경기도 파주시청,031-940-4404,2025-12-02
성원아파트 경로당,경기도 파주시 조리읍 송비말길 22,경기도 파주시 조리읍 봉일천리 156-1,37.7421843359,126.8065893681,노인여가활동,경로당,031-941-6260,경기도 파주시청,031-940-4404,2025-12-02
성원포레스타운 경로당,경기도 파주시 평화로 310,경기도 파주시 검산동 130-8,37.7729397694,126.7484580848,노인여가활동,경로당,031-947-3444,경기도 파주시청,031-940-4404,2025-12-02
성호1차아파트 경로당,경기도 파주시 조리읍 통일로 308-1,경기도 파주시 조리읍 봉일천리 125-22,37.7438163435,126.8106368701,노인여가활동,경로당,031-948-6041,경기도 파주시청,031-940-4404,2025-12-02
성호2차파크힐아파트 경로당,경기도 파주시 조리읍 두루봉로 33-37,경기도 파주시 조리읍 봉일천리 259-2,37.7477341012,126.8107438706,노인여가활동,경로당,031-949-0809,경기도 파주시청,031-940-4404,2025-12-02
성희노인복지센터,경기도 파주시 법원읍 사임당로 890-1,경기도 파주시 법원읍 법원리 447-8,37.8480151536,126.8796657621,방문요양,근린생활시설,070-4130-0688,경기도 파주시청,031-940-4415,2025-12-02
세성아파트 경로당,경기도 파주시 문산읍 당동1로 46,경기도 파주시 문산읍 당동리 170-2,37.863412611,126.7741922756,노인여가활동,경로당,031-953-5341,경기도 파주시청,031-940-4404,2025-12-02
소담재가복지센터,경기도 파주시 파주로 192,경기도 파주시 문발동 560,37.72466052,126.7105267,방문요양,근린생활시설,031-947-1469,경기도 파주시청,031-940-4415,2025-12-02
소망방문요양센터,경기도 파주시 평화로 69-7,경기도 파주시 금촌동 356-1,37.7633197094,126.7692255801,방문요양+방문목욕,단독주택,,경기도 파주시청,031-940-4415,2025-12-02
소망복지센터,경기도 파주시 파주읍 연풍5길 53,경기도 파주시 파주읍 연풍리 296-60,37.8287652783,126.8372295794,방문요양+방문목욕,근린생활시설,031-953-4847,경기도 파주시청,031-940-4415,2025-12-02
소망요양원,경기도 파주시 청석로 266,경기도 파주시 동패동 1695-4,37.7255423345,126.7177493724,노인요양시설,노유자시설,031-947-1033,경기도 파주시청,031-940-4477,2025-12-02
소망재가돌봄센터,경기도 파주시 미래로 620,경기도 파주시 와동동 1301-4,37.7324249942,126.751094557,방문요양+방문목욕,근린생활시설,031-937-8628,경기도 파주시청,031-940-4415,2025-12-02
소망재가복지센터,경기도 파주시 조리읍 봉천로 1,경기도 파주시 조리읍 봉일천리 137-2,37.7421978136,126.8111787794,방문요양+방문목욕,노유자시설,031-949-2548,경기도 파주시청,031-940-4415,2025-12-02
소망재활요양원,경기도 파주시 새꽃로 95,경기도 파주시 금촌동 521-1,37.7586689812,126.7683782462,노인요양시설,노유자시설,031-946-5450,경기도 파주시청,031-940-4477,2025-12-02
소풍재활주야간보호센터,경기도 파주시 청암로17번길 41,경기도 파주시 목동동 937,37.7291077139,126.7341726048,주야간보호,노유자시설,031-947-7275,경기도 파주시청,031-940-4415,2025-12-02
솔밭요양원,경기도 파주시 광탄면 혜음로 577,경기도 파주시 광탄면 용미리 502-4,37.7426497952,126.8740401029,노인요양시설,노유자시설,031-942-0439,경기도 파주시청,031-940-4477,2025-12-02
솔밭주야간보호센터,경기도 파주시 광탄면 혜음로 577,경기도 파주시 광탄면 용미리 502-4,37.7426497952,126.8740401029,주야간보호,노유자시설,031-942-0401,경기도 파주시청,031-940-4415,2025-12-02
송촌리 경로당,경기도 파주시 소라지로 332,경기도 파주시 송촌동 225-11,37.7508419396,126.6896875087,노인여가활동,경로당,031-942-3947,경기도 파주시청,031-940-4404,2025-12-02
송촌토파즈아파트 경로당,경기도 파주시 조리읍 통일로 155,경기도 파주시 조리읍 봉일천리 13-15,37.7363579932,126.8247639256,노인여가활동,경로당,031-944-9872,경기도 파주시청,031-940-4404,2025-12-02
쇠재마을 5단지 경로당,경기도 파주시 쇠재로 133,경기도 파주시 금촌동 1003,37.7532660695,126.7769710967,노인여가활동,경로당,031-942-0634,경기도 파주시청,031-940-4404,2025-12-02
수호천사노인전문요양원,경기도 파주시 파주읍 봉서산로 287,경기도 파주시 파주읍 봉암리 16-2,37.8303935707,126.8064354495,노인요양시설,노유자시설,031-954-9111,경기도 파주시청,031-940-4477,2025-12-02
